avgCriticalTemp,chemicalClass,chemicalFamily,chemicalFormula,criticalTemps,extraHTML,informalFormula,link,measurementMethod,method,stdCriticalTemp
nan,,,,,"<div id=""M1P1"" class=""tab-pane fade in active"">

            <strong>Material Specification for Tl:2223; [Tl-Ba-Ca-Cu-O]</strong>

            <strong>Process:</strong> Solid State Reaction<br>

            <strong>Notes:</strong> No processing information was reported.<br>

            <strong>Formula:</strong> Tl<sub>2</sub>Ba<sub>2</sub>Ca<sub>2</sub>Cu<sub>3</sub>O<sub>x</sub><br>

            <strong>Informal Name:</strong> Tl:2223<br>

            <strong>Chemical Family:</strong> Tl-Ba-Ca-Cu-O<br>

            <strong>Chemical Class:</strong> Oxide<br>

            <strong>Structure Type:</strong>  <br>

            <strong>Manufacturer:</strong> Typical<br>

            <strong>Commercial Name:</strong> Typical<br>

            <strong>Production Date:</strong>  <br>

            <strong>Lot Number:</strong>  <br>

            <strong>Production Form:</strong>  <br><br>

        </div>",,https://srdata.nist.gov/CeramicDataPortal/Hts/U00019,"Electron paramagnetic resonance

            ", Solid State Reaction,nan
nan,,,,,"<div id=""M1P1"" class=""tab-pane fade in active"">

<strong>Material Specification for Y:123; [Y-Ba-Cu-O]</strong>

<strong>Process:</strong>  <br>

<strong>Notes:</strong>  <br>

<strong>Formula:</strong> YBa<sub>2</sub>Cu<sub>3</sub>O<sub>x</sub><br>

<strong>Informal Name:</strong> Y:123<br>

<strong>Chemical Family:</strong> Y-Ba-Cu-O<br>

<strong>Chemical Class:</strong> Oxide<br>

<strong>Structure Type:</strong>  <br>

<strong>Manufacturer:</strong>  <br>

<strong>Commercial Name:</strong>  <br>

<strong>Production Date:</strong>  <br>

<strong>Lot Number:</strong> FNTY3<br>

<strong>Production Form:</strong> Thin Film<br>

</div>",,https://srdata.nist.gov/CeramicDataPortal/Hts/J01162,"Resistivity (4-probe)

",  ,nan
nan,,,,,"<div id=""M1P1"" class=""tab-pane fade in active"">

            <strong>Material Specification for Bi:2212; [Bi-Sr-Ca-Cu-O]</strong>

            <strong>Process:</strong> Solid State Reaction<br>

            <strong>Notes:</strong> ""Polycrystalline samples...were prepared by common powder metallurgical  method.""  No additional processing details were noted.<br>

            <strong>Formula:</strong> Bi<sub>2</sub>Sr<sub>2</sub>CaCu<sub>2</sub>O<sub>8+x</sub><br>

            <strong>Informal Name:</strong> Bi:2212<br>

            <strong>Chemical Family:</strong> Bi-Sr-Ca-Cu-O<br>

            <strong>Chemical Class:</strong> Oxide<br>

            <strong>Structure Type:</strong> Polycrystalline<br>

            <strong>Manufacturer:</strong> In House<br>

            <strong>Commercial Name:</strong> In House<br>

            <strong>Production Date:</strong>  <br>

            <strong>Lot Number:</strong>  <br>

            <strong>Production Form:</strong>  <br><br>

        </div>",,https://srdata.nist.gov/CeramicDataPortal/Hts/A00421,"Unknown Tc method

            ", Solid State Reaction,nan
avgCriticalTemp,chemicalClass,chemicalFamily,chemicalFormula,criticalTemps,extraHTML,informalFormula,link,measurementMethod,method,stdCriticalTemp
74.36, Oxide, Bi(Pb)-Sr-Ca-Cu-O,,"75.2,74.8,74.4,73.9,73.5","<div id=""M1P1"" class=""tab-pane fade in active"">
                <strong>Material Specification for Bi:221; [Bi(Pb)-Sr-Ca-Cu-O]</strong>

                <strong>Process:</strong> Melt Processed<br>

                <strong>Notes:</strong> The authors cite I. Matsubara et al., Jpn. J. Appl. Phys., Vol. 28 (1989) L1121, and summarize the procedure as follows.  ""Powders of Bi<sub>2</sub>O<sub>3</sub>, SrCO<sub>3</sub>, CaCO<sub>3</sub> and CuO and PbO... were carefully mixed together using a Pyrex mortar.  The mixture was melted in an alumina crucible at 1150 °C for several minutes in air. The melt was quenched to room temperature in about 1 second by pouring on a cast iron plate and pressing with a steel plate... Pieces of this glassy material were then placed in ceramic boats and heated at 830 °C in a flowing oxygen atmosphere for several days.  The samples were cooled to room temperature at a rate of about 5 K/s. Whisker-like crystals with typical dimensions of (2-5 mm) x (10-200 µm) x (1-10 µm) grew out of some sections of the quenched sheets.""<br>

                <strong>Formula:</strong> Bi<sub>2-x</sub>Pb<sub>x</sub>Sr<sub>2</sub>Ca<y-1>
                    Cu<sub>y</sub>O<sub>z</sub><br>

                    <strong>Informal Name:</strong> Bi:221<br>

                    <strong>Chemical Family:</strong> Bi(Pb)-Sr-Ca-Cu-O<br>

                    <strong>Chemical Class:</strong> Oxide<br>

                    <strong>Structure Type:</strong>  <br>

                    <strong>Manufacturer:</strong> In House<br>

                    <strong>Commercial Name:</strong> In House<br>

                    <strong>Production Date:</strong>  <br>

                    <strong>Lot Number:</strong>  <br>

                    <strong>Production Form:</strong>  <br><br>

            </y-1></div>", Bi:221,https://srdata.nist.gov/CeramicDataPortal/Hts/A00001,"Four-probe method

                ", Melt Processed,0.6086049621881171
6.6130434782608685,,,,"0.2,1.6,2.6,5.4,11.0,15.4,17.0,0.1,1.1,2.1,4.1,9.6,14.1,17.2,19.0,0.1,1.2,4.0,8.8,13.3,16.0,17.3,18.4,0.1,0.7,2.0,5.6,10.0,13.0,15.0,18.0,0.1,0.7,1.1,2.3,4.1,8.2,11.5,14.5,17.0,20.0,0.2,0.2,0.8,2.0,3.1,5.0,7.0,8.6,10.0,13.0,0.1,0.4,0.4,1.2,3.0,4.6,7.0,8.0,8.4,0.1,0.6,0.7,0.8,1.1,12.3,7.9,4.9,1.4","<div id=""M1P1"" class=""tab-pane fade in active"">

            <strong>Material Specification for Y:123; [Y-Ba-Cu-O]</strong>

            <strong>Process:</strong> Flux Growth<br>

            <strong>Notes:</strong> ""We focus here on the magnetization of a single crystal (3 x 3 x 0.8 mm<sup>3</sup>) for a field applied along the c-axis.  The single crystal... has been prepared by a flux method... However, due to the poor quality of starting materials a small amount of Sr impurities is present.""<br>

            <strong>Formula:</strong> YBa<sub>2</sub>Cu<sub>3</sub>O<sub>7</sub><br>

            <strong>Informal Name:</strong> Y:123<br>

            <strong>Chemical Family:</strong> Y-Ba-Cu-O<br>

            <strong>Chemical Class:</strong> Oxide<br>

            <strong>Structure Type:</strong>  <br>

            <strong>Manufacturer:</strong> In House<br>

            <strong>Commercial Name:</strong> In House<br>

            <strong>Production Date:</strong>  <br>

            <strong>Lot Number:</strong>  <br>

            <strong>Production Form:</strong>  <br><br>

        </div>",,https://srdata.nist.gov/CeramicDataPortal/Hts/A00044,"Magnetization measurements

            ", Flux Growth,6.220114940069425
45.083333333333336,,,,"74,10,20,30,40,50,60,65,10,20,40,49,60,65,11,20,30,41,50,61,65,67,70,74","<div id=""M1P1"" class=""tab-pane fade in active"">

                <strong>Material Specification for Y:124; [Y-Ba-Cu-O]</strong>

                <strong>Process:</strong> Flux Growth<br>

                <strong>Notes:</strong> The authors cite J. Karpinski et al., J. Less Common Metals, Vol. 150, 129 (1989), and summarize the procedure as follows.  ""Single crystals have been grown by a high pressure flux method... The magnetic measurements were performed on a single crystal platelet (0.8x0.5x0.07 mm<sup>3</sup>).""<br>

                <strong>Formula:</strong> YBa<sub>2</sub>Cu<sub>4</sub>O<sub>8</sub><br>

                <strong>Informal Name:</strong> Y:124<br>

                <strong>Chemical Family:</strong> Y-Ba-Cu-O<br>

                <strong>Chemical Class:</strong> Oxide<br>

                <strong>Structure Type:</strong> Single Crystal<br>

                <strong>Manufacturer:</strong> In House<br>

                <strong>Commercial Name:</strong> In House<br>

                <strong>Production Date:</strong>  <br>

                <strong>Lot Number:</strong>  <br>

                <strong>Production Form:</strong>  <br><br>

            </div>",,https://srdata.nist.gov/CeramicDataPortal/Hts/A00042,"Dc-magnetometer

                ", Flux Growth,21.17371929748973
103.27272727272727,,,,"81,87,95,103,110,122,93,102,108,115,120","<div id=""M1P1"" class=""tab-pane fade in active"">

            <strong>Material Specification for Tl:2223; [Tl-Ba-Ca-Cu-O]</strong>

            <strong>Process:</strong> Solid State Reaction<br>

            <strong>Notes:</strong> ""Bulk polycrystalline... material with relatively high-phase purity was formed by repeated grinding and sintering of a stoichiometric mixture of constituents.  An aligned composite sample was produced from fine monocrystalline powder of... 1-µm size, dispersed in ""45 min"" liquid epoxy, and aligned in a 5-T field... X-ray diffraction... revealed... very good alignment of the c axes.""<br>

            <strong>Formula:</strong> Tl<sub>2</sub>Ba<sub>2</sub>Ca<sub>2</sub>Cu<sub>3</sub>O<sub>10+x</sub><br>

            <strong>Informal Name:</strong> Tl:2223<br>

            <strong>Chemical Family:</strong> Tl-Ba-Ca-Cu-O<br>

            <strong>Chemical Class:</strong> Oxide<br>

            <strong>Structure Type:</strong> Polycrystalline<br>

            <strong>Manufacturer:</strong> In House<br>

            <strong>Commercial Name:</strong> In House<br>

            <strong>Production Date:</strong>  <br>

            <strong>Lot Number:</strong>  <br>

            <strong>Production Form:</strong>  <br><br>


        </div>",,https://srdata.nist.gov/CeramicDataPortal/Hts/A00056,Self-consistent T, Solid State Reaction,12.692810485331012
165.93939393939394,,,,"104,103,296,296,103,106,108,115,116,117,125,144,174,206,214,221,235,239,97,101,105,111,118,125,132,168,183,196,199,215,224,233,247","<div id=""M1P1"" class=""tab-pane fade in active"">

            <strong>Material Specification for Tl:2212; [Tl-Ba-Ca-Cu-O]</strong>

            <strong>Process:</strong> Solid State Reaction<br>

            <strong>Notes:</strong> The authors cite I.K. Gopalakrishnan et al., Appl. Phys. Lett., Vol. 53, 414 (1988), and summarize the procedure as follows.  ""Using a precursor matrix method single phase samples of the 2122 thallium compounds have been prepared... Neutron diffraction analysis confirmed the single phase nature of these materials.""<br>

            <strong>Formula:</strong> Tl<sub>2</sub>Ba<sub>2</sub>CaCu<sub>2</sub>O<sub>8</sub><br>

            <strong>Informal Name:</strong> Tl:2212<br>

            <strong>Chemical Family:</strong> Tl-Ba-Ca-Cu-O<br>

            <strong>Chemical Class:</strong> Oxide<br>

            <strong>Structure Type:</strong> Polycrystalline<br>

            <strong>Manufacturer:</strong> In House<br>

            <strong>Commercial Name:</strong> In House<br>

            <strong>Production Date:</strong>  <br>

            <strong>Lot Number:</strong>  <br>

            <strong>Production Form:</strong>  <br><br>



            <hr>

        </div>",,https://srdata.nist.gov/CeramicDataPortal/Hts/A00053,"Electrical resistance

            ", Solid State Reaction,60.11753104566612
13.348541666666668,,,,"4,7,10,12,13,15,20,25,30,40,45,50,55,4,7,10,12,13,15,20,25,5,7,10,12,13,15,20,5,7,10,12,13,15,4,7,10,12,15.2,8.2,5.1,1.8,0.8,0.3,0.2,0.07,0.04,0.02","<div id=""M1P1"" class=""tab-pane fade in active"">

<strong>Material Specification for Bi:2212; [Bi-Sr-Ca-Cu-O]</strong>

<strong>Process:</strong> Floating Zone<br>

<strong>Notes:</strong> The authors cite A.M. Balbashov et al., 1989 Proc. of European Conf. on High T<sub>c</sub> Thin Films and Single Crystals, Ustron Poland 95-106, and summarize the procedure as follows.  ""The Bi(2212) melt textured samples were made by floating zone melting technique... The samples show a high degree of texture along all three axes.  Neutron scattering reveals a misorientation along the c-axis of not more than 3°.  The sample was cut into a rectangular shape with dimensions 3 mm x 1 mm x 3 mm along a, b, and c, respectively.""<br>

<strong>Formula:</strong> Bi<sub>2</sub>Sr<sub>2</sub>CaCu<sub>2</sub>O<sub>x</sub><br>

<strong>Informal Name:</strong> Bi:2212<br>

<strong>Chemical Family:</strong> Bi-Sr-Ca-Cu-O<br>

<strong>Chemical Class:</strong> Oxide<br>

<strong>Structure Type:</strong> Polycrystalline<br>

<strong>Manufacturer:</strong> In House<br>

<strong>Commercial Name:</strong> In House<br>

<strong>Production Date:</strong>  <br>

<strong>Lot Number:</strong>  <br>

<strong>Production Form:</strong>  <br>

</div>",,https://srdata.nist.gov/CeramicDataPortal/Hts/A00040,"Vibrating sample magnetometer

", Floating Zone,12.428542249861696
